,close,open,high,low,volume
2023-01-06,6505.2,6487.2,6543.6,6478.2,23789.0
2023-01-05,6490.4,6433.8,6494.0,6408.2,24379.0
2023-01-04,6414.4,6420.0,6439.0,6375.0,22569.0
2023-01-03,6420.0,6280.0,6442.8,6276.0,29613.0
2022-12-30,6285.8,6290.2,6304.0,6261.0,21902.0
2022-12-29,6269.2,6279.8,6334.8,6260.8,27458.0
2022-12-28,6293.4,6310.0,6318.4,6263.8,22558.0
2022-12-27,6336.2,6305.0,6339.0,6265.4,26878.0
2022-12-26,6285.2,6172.2,6305.4,6170.2,33311.0
2022-12-23,6165.2,6182.0,6232.2,6130.4,34624.0
2022-12-22,6206.0,6327.8,6333.6,6171.2,32221.0
2022-12-21,6302.2,6356.0,6369.8,6248.8,30254.0
2022-12-20,6350.4,6403.0,6418.6,6337.6,31960.0
2022-12-19,6417.0,6524.0,6553.6,6377.2,31461.0
2022-12-16,6531.8,6549.4,6565.6,6478.2,30237.0
2022-12-15,6600.6,6564.8,6618.4,6547.6,23979.0
2022-12-14,6573.6,6615.0,6638.4,6551.4,30053.0
2022-12-13,6604.8,6659.8,6659.8,6590.6,27158.0
2022-12-12,6654.6,6678.0,6691.6,6614.0,36779.0
2022-12-09,6684.8,6666.0,6699.6,6613.2,34377.0
2022-12-08,6663.8,6701.4,6701.4,6633.8,29056.0
2022-12-07,6695.2,6689.8,6739.0,6671.6,31060.0
2022-12-06,6697.8,6690.2,6747.0,6657.0,35502.0
2022-12-05,6703.0,6729.0,6736.0,6673.0,34433.0
2022-12-02,6681.8,6662.2,6747.0,6651.2,30017.0
2022-12-01,6662.0,6656.0,6713.8,6637.8,34834.0
2022-11-30,6582.8,6600.2,6623.0,6555.4,31915.0
2022-11-29,6597.0,6502.0,6632.8,6501.0,41900.0
2022-11-28,6492.0,6424.2,6500.6,6371.4,42689.0
2022-11-25,6497.0,6545.2,6553.8,6485.8,35966.0
2022-11-24,6559.2,6570.0,6595.6,6520.4,38327.0
2022-11-23,6553.4,6563.0,6584.0,6422.2,49857.0
2022-11-22,6557.2,6674.0,6686.8,6514.4,51946.0
2022-11-21,6685.0,6606.2,6695.8,6581.2,39569.0
2022-11-18,6646.4,6700.6,6760.0,6631.4,41232.0
2022-11-17,6707.0,6673.8,6709.8,6615.6,31632.0
2022-11-16,6684.2,6737.8,6765.4,6674.0,21858.0
2022-11-15,6753.0,6595.0,6753.2,6582.6,33028.0
2022-11-14,6592.2,6668.0,6714.0,6565.6,36933.0
2022-11-11,6645.0,6800.0,6811.6,6641.8,45127.0
2022-11-10,6616.0,6638.0,6667.0,6584.0,33758.0
2022-11-09,6674.8,6700.4,6748.0,6660.0,29093.0
2022-11-08,6707.6,6713.8,6717.8,6045.4,28811.0
2022-11-07,6711.8,6731.4,6777.0,6661.0,37120.0
2022-11-04,6746.6,6588.0,6750.8,6564.2,43107.0
2022-11-03,6563.4,6493.0,6589.0,6493.0,33815.0
2022-11-02,6532.0,6459.0,6561.8,6447.0,35874.0
2022-11-01,6471.0,6317.0,6471.0,6271.4,50479.0
2022-10-31,6286.6,6203.0,6360.0,6185.4,48429.0
2022-10-28,6224.2,6426.2,6462.6,6202.0,51221.0
2022-10-27,6473.0,6534.2,6560.0,6453.0,42741.0
2022-10-26,6500.6,6348.2,6578.0,6336.2,59542.0
2022-10-25,6340.8,6340.0,6389.0,6212.4,51852.0
2022-10-24,6360.0,6370.0,6554.4,6267.0,52094.0
2022-10-21,6377.4,6376.0,6424.8,6315.0,36648.0
2022-10-20,6445.8,6435.2,6543.8,6328.6,28712.0
2022-10-19,6462.4,6477.0,6545.0,6452.4,29061.0
2022-10-18,6497.2,6466.0,6547.8,6432.4,30270.0
2022-10-17,6448.0,6400.0,6487.4,6396.8,31880.0
2022-10-14,6418.0,6300.0,6437.4,6273.2,39202.0
2022-10-13,6242.4,6147.6,6305.0,6142.2,39115.0
2022-10-12,6169.2,5985.6,6182.4,5895.2,51182.0
2022-10-11,5994.2,5990.0,6030.0,5935.0,35293.0
2022-10-10,5976.0,6121.6,6142.8,5941.4,35148.0
2022-09-30,6103.0,6242.0,6247.4,6098.2,42514.0
2022-09-29,6232.4,6275.0,6308.0,6180.2,44555.0
2022-09-28,6202.6,6380.2,6393.2,6201.2,48495.0
2022-09-27,6398.8,6289.0,6405.0,6270.8,41677.0
2022-09-26,6255.0,6288.0,6391.0,6251.2,41247.0
2022-09-23,6323.4,6437.0,6458.8,6246.0,55619.0
2022-09-22,6435.8,6373.4,6506.8,6368.0,40306.0
2022-09-21,6412.6,6368.0,6447.6,6303.0,39329.0
2022-09-20,6388.8,6361.0,6464.8,6343.0,37253.0
2022-09-19,6298.2,6373.0,6428.2,6257.0,41542.0
2022-09-16,6383.2,6500.0,6557.8,6369.2,42595.0
2022-09-15,6596.4,6855.4,6860.0,6524.4,29581.0
2022-09-14,6826.0,6810.0,6851.0,6784.8,27940.0
2022-09-13,6891.4,6935.2,6957.6,6872.0,26519.0
2022-09-09,6913.0,6893.0,6918.8,6836.2,31079.0
2022-09-08,6874.4,6921.4,6944.8,6864.0,24336.0
2022-09-07,6920.2,6851.0,6954.0,6851.0,27172.0
2022-09-06,6879.8,6770.0,6885.0,6738.0,33895.0
2022-09-05,6747.2,6726.4,6810.8,6691.8,30586.0
2022-09-02,6730.2,6706.4,6773.4,6669.8,34760.0
2022-09-01,6682.6,6720.0,6787.2,6649.8,38108.0
2022-08-31,6710.2,6918.4,6931.8,6699.0,47768.0
2022-08-30,6941.0,6954.2,6965.4,6887.2,30897.0
2022-08-29,6950.0,6810.0,6979.0,6805.0,35892.0
2022-08-26,6911.6,6968.6,7032.0,6886.4,34552.0
2022-08-25,6940.4,6995.0,6999.0,6865.0,40047.0
2022-08-24,6969.8,7263.0,7277.0,6951.4,43723.0
2022-08-23,7253.6,7224.0,7259.8,7208.6,25221.0
2022-08-22,7232.4,7179.8,7252.8,7119.4,27615.0
2022-08-19,7186.4,7319.0,7337.0,7183.2,31515.0
2022-08-18,7316.6,7263.4,7333.0,7253.0,19946.0
2022-08-17,7278.2,7267.6,7296.6,7211.2,15826.0
2022-08-16,7311.0,7275.0,7361.4,7257.2,21099.0
2022-08-15,7266.0,7210.0,7297.6,7206.0,20698.0
2022-08-12,7222.4,7275.0,7306.0,7205.4,19678.0
2022-08-11,7284.8,7201.4,7287.6,7179.6,22671.0
2022-08-10,7168.4,7138.0,7202.0,7130.0,21848.0
2022-08-09,7160.6,7120.0,7164.8,7084.4,18871.0
2022-08-08,7132.2,7060.0,7145.0,7039.6,20853.0
2022-08-05,7080.0,6903.4,7080.8,6903.4,31492.0
2022-08-04,6890.8,6933.0,6942.8,6778.2,35394.0
2022-08-03,6882.8,6990.0,7062.0,6860.8,32325.0
2022-08-02,6948.2,7070.0,7075.0,6820.4,37753.0
2022-08-01,7136.6,7070.2,7141.0,7004.4,22084.0
2022-07-29,7087.0,7130.0,7152.0,7068.0,25025.0
2022-07-28,7119.0,7110.0,7171.4,7072.4,22464.0
2022-07-27,7066.2,6982.0,7074.4,6965.2,19290.0
2022-07-26,6991.0,6898.0,6994.0,6844.8,19269.0
2022-07-25,6878.6,6974.2,7015.8,6850.0,22883.0
