,close,open,high,low,volume
2022-12-22,6188.5,6314.55,6318.31,6171.26,111920.0
2022-12-21,6288.41,6341.22,6344.66,6255.59,101550.0
2022-12-20,6343.29,6380.22,6388.61,6321.14,108740.0
2022-12-19,6392.23,6518.38,6537.14,6367.45,134110.0
2022-12-16,6519.43,6569.06,6581.93,6504.05,132700.0
2022-12-15,6596.92,6557.9,6605.7,6545.0,127150.0
2022-12-14,6569.76,6600.41,6626.54,6556.81,138170.0
2022-12-13,6593.05,6654.67,6654.67,6586.88,148650.0
2022-12-12,6655.43,6669.17,6680.61,6626.93,152080.0
2022-12-09,6676.48,6661.9,6684.09,6626.94,158000.0
2022-12-08,6662.69,6694.84,6699.3,6648.35,146830.0
2022-12-07,6708.39,6684.61,6732.05,6677.82,154370.0
2022-12-06,6702.76,6690.92,6731.07,6667.0,153010.0
2022-12-05,6713.56,6710.73,6723.46,6675.72,176800.0
2022-12-02,6682.35,6644.44,6721.69,6638.1,147520.0
2022-12-01,6658.35,6645.47,6691.51,6639.63,160410.0
2022-11-30,6584.32,6591.68,6619.19,6561.27,153000.0
2022-11-29,6592.78,6529.38,6607.37,6529.18,155900.0
2022-11-28,6490.93,6426.93,6494.98,6412.46,128430.0
2022-11-25,6513.23,6573.02,6573.02,6508.7,122970.0
2022-11-24,6587.39,6573.47,6611.79,6553.96,124680.0
2022-11-23,6561.93,6572.17,6592.3,6451.96,131430.0
2022-11-22,6582.35,6682.05,6692.18,6556.34,149470.0
2022-11-21,6687.61,6622.6,6687.61,6586.33,135510.0
2022-11-18,6658.84,6715.64,6744.53,6650.83,166160.0
2022-11-17,6711.68,6685.94,6711.83,6630.08,157170.0
2022-11-16,6701.63,6749.96,6775.38,6687.32,153560.0
2022-11-15,6752.18,6593.63,6752.18,6577.12,170730.0
2022-11-14,6599.66,6639.02,6688.0,6570.52,172430.0
2022-11-11,6643.66,6749.07,6776.74,6641.76,191540.0
2022-11-10,6602.48,6638.52,6662.86,6583.91,140620.0
2022-11-09,6676.42,6694.4,6735.3,6664.37,124900.0
2022-11-08,6692.26,6707.01,6708.08,6647.83,133960.0
2022-11-07,6712.77,6713.73,6749.76,6660.98,158510.0
2022-11-04,6707.78,6569.19,6719.3,6568.78,162960.0
2022-11-03,6567.12,6467.23,6576.06,6461.78,139890.0
2022-11-02,6522.51,6434.95,6556.97,6433.23,160900.0
2022-11-01,6440.84,6299.03,6440.92,6277.69,150050.0
2022-10-31,6291.83,6201.75,6349.12,6201.75,145520.0
2022-10-28,6240.03,6412.61,6446.6,6216.4,156000.0
2022-10-27,6462.0,6497.52,6544.42,6459.92,145180.0
2022-10-26,6489.23,6358.06,6548.57,6349.12,149040.0
2022-10-25,6355.24,6346.15,6411.17,6248.84,128940.0
2022-10-24,6379.54,6448.87,6554.37,6335.07,140070.0
2022-10-21,6432.78,6433.33,6469.09,6387.84,119380.0
2022-10-20,6429.36,6431.99,6525.8,6342.43,132100.0
2022-10-19,6463.02,6492.6,6533.57,6460.7,123200.0
2022-10-18,6507.88,6490.6,6551.8,6447.95,129310.0
2022-10-17,6472.39,6380.21,6476.4,6372.45,130830.0
2022-10-14,6405.62,6296.35,6427.47,6286.75,140040.0
2022-10-13,6252.63,6162.71,6311.51,6146.4,127240.0
2022-10-12,6191.12,6017.67,6191.2,5918.02,118340.0
2022-10-11,6014.75,5994.76,6043.51,5939.07,93040.0
2022-10-10,5985.53,6136.71,6153.83,5964.62,101370.0
2022-09-30,6125.63,6221.83,6241.87,6123.99,91060.0
2022-09-29,6230.42,6270.91,6307.78,6192.77,104270.0
2022-09-28,6216.17,6397.84,6401.84,6214.11,103530.0
2022-09-27,6407.01,6302.89,6407.07,6287.96,104490.0
2022-09-26,6286.12,6318.3,6403.98,6274.34,109040.0
2022-09-23,6363.51,6486.79,6504.03,6306.96,110710.0
2022-09-22,6488.47,6461.3,6554.3,6437.69,103840.0
2022-09-21,6480.64,6461.25,6506.06,6378.63,105520.0
2022-09-20,6480.97,6441.1,6536.42,6437.11,99310.0
2022-09-19,6398.43,6468.39,6504.75,6364.07,106790.0
2022-09-16,6481.52,6599.27,6632.56,6480.1,133350.0
2022-09-15,6620.24,6859.25,6865.71,6543.26,159040.0
2022-09-14,6827.66,6800.93,6851.09,6783.19,119850.0
2022-09-13,6903.62,6935.59,6956.51,6886.36,124500.0
2022-09-09,6912.01,6908.71,6918.13,6848.27,129240.0
2022-09-08,6897.75,6965.56,6975.09,6889.86,131310.0
2022-09-07,6962.27,6894.71,6989.75,6882.59,141170.0
2022-09-06,6917.08,6808.87,6918.07,6780.46,142290.0
2022-09-05,6791.09,6774.19,6831.22,6739.14,131910.0
2022-09-02,6776.75,6731.67,6801.35,6695.1,126890.0
2022-09-01,6718.42,6757.01,6819.62,6698.84,135200.0
2022-08-31,6748.62,6954.51,6966.51,6738.52,164710.0
2022-08-30,6975.15,7018.72,7025.46,6943.14,152200.0
2022-08-29,7018.58,6884.73,7022.79,6858.43,151830.0
2022-08-26,6980.47,7032.66,7103.83,6966.07,160010.0
2022-08-25,7016.31,7065.34,7080.73,6930.84,174350.0
2022-08-24,7040.79,7312.55,7314.86,7029.88,205500.0
2022-08-23,7303.27,7275.38,7310.13,7267.79,169000.0
2022-08-22,7288.09,7214.48,7289.31,7170.2,170710.0
2022-08-19,7236.15,7353.43,7369.41,7235.43,188400.0
2022-08-18,7351.19,7315.41,7358.71,7298.93,174240.0
2022-08-17,7326.61,7330.48,7342.26,7281.23,181340.0
2022-08-16,7322.73,7290.24,7356.11,7280.92,181560.0
2022-08-15,7280.95,7218.09,7296.34,7215.2,167350.0
2022-08-12,7229.72,7287.65,7311.76,7228.35,179160.0
2022-08-11,7292.2,7241.73,7295.52,7212.4,177200.0
2022-08-10,7209.3,7183.18,7231.35,7170.6,157850.0
2022-08-09,7206.6,7168.96,7206.6,7131.6,160830.0
2022-08-08,7174.75,7082.54,7176.48,7062.65,156610.0
2022-08-05,7088.25,6975.89,7096.3,6961.65,168650.0
2022-08-04,6960.29,6953.98,6976.8,6853.7,157890.0
2022-08-03,6916.79,6968.29,7079.85,6896.32,197230.0
2022-08-02,6958.44,7098.18,7098.18,6872.87,222860.0
2022-08-01,7177.02,7100.71,7178.05,7055.61,160910.0
2022-07-29,7120.52,7152.33,7179.38,7105.33,174780.0
2022-07-28,7151.51,7138.32,7196.53,7112.74,178310.0
2022-07-27,7097.8,7018.22,7109.41,7005.07,150410.0
2022-07-26,7025.06,6949.19,7030.82,6902.13,145370.0
2022-07-25,6949.3,7037.76,7068.34,6933.82,160720.0
