,close,open,high,low,volume
2022-10-18,3832.4,3862.0,3869.8,3823.6,54540.0
2022-10-17,3839.8,3830.0,3846.8,3808.0,52790.0
2022-10-14,3844.8,3785.4,3865.0,3785.0,68750.0
2022-10-13,3756.4,3761.0,3788.2,3745.8,63910.0
2022-10-12,3765.2,3724.6,3786.6,3656.0,80740.0
2022-10-11,3730.4,3736.0,3745.8,3712.6,54150.0
2022-10-10,3729.2,3812.0,3816.8,3714.0,62660.0
2022-09-30,3814.4,3849.2,3860.8,3804.0,64040.0
2022-09-29,3832.0,3868.2,3883.4,3813.4,64360.0
2022-09-28,3842.4,3880.0,3880.2,3832.2,61760.0
2022-09-27,3888.6,3852.6,3900.8,3833.6,62820.0
2022-09-26,3849.8,3840.8,3902.8,3834.2,71040.0
2022-09-23,3865.6,3866.0,3895.0,3828.4,77120.0
2022-09-22,3871.8,3879.2,3902.0,3854.4,55700.0
2022-09-21,3908.2,3921.2,3928.0,3880.4,61360.0
2022-09-20,3927.4,3949.0,3962.2,3918.6,48150.0
2022-09-19,3925.6,3931.0,3953.8,3912.2,57040.0
2022-09-16,3957.0,4015.0,4029.0,3953.0,25350.0
2022-09-15,4022.4,4075.0,4086.6,4005.8,52960.0
2022-09-14,4069.6,4072.2,4096.0,4054.0,58790.0
2022-09-13,4115.8,4102.0,4134.4,4101.8,58760.0
2022-09-09,4099.8,4048.6,4106.8,4045.4,66690.0
2022-09-08,4041.0,4065.0,4070.0,4036.6,49180.0
2022-09-07,4052.4,4032.0,4068.6,4029.4,51800.0
2022-09-06,4043.4,4023.8,4052.0,4009.0,63390.0
2022-09-05,4005.6,4006.0,4018.8,3975.0,61070.0
2022-09-02,4014.8,4051.2,4056.8,3998.8,63940.0
2022-09-01,4050.8,4069.4,4093.8,4034.0,64660.0
2022-08-31,4082.4,4066.0,4123.2,4050.2,87470.0
2022-08-30,4074.2,4085.0,4092.0,4036.0,68140.0
2022-08-29,4082.8,4070.2,4098.2,4060.4,62060.0
2022-08-26,4107.8,4123.8,4136.0,4100.0,58630.0
2022-08-25,4100.6,4093.8,4122.2,4058.4,75650.0
2022-08-24,4078.2,4163.0,4173.8,4066.2,77940.0
2022-08-23,4150.4,4173.8,4187.8,4133.8,65960.0
2022-08-22,4173.8,4132.4,4184.8,4127.2,68610.0
2022-08-19,4162.9,4178.2,4191.0,4160.6,15110.0
2022-08-18,4180.2,4201.0,4214.0,4170.2,36550.0
2022-08-17,4219.4,4183.0,4229.2,4150.0,53700.0
2022-08-16,4175.2,4192.6,4214.2,4166.2,46500.0
2022-08-15,4185.2,4175.2,4226.8,4175.2,52120.0
2022-08-12,4198.6,4186.0,4207.2,4176.0,46160.0
2022-08-11,4194.8,4130.0,4199.8,4113.8,66410.0
2022-08-10,4098.4,4141.8,4154.2,4083.4,52350.0
2022-08-09,4147.2,4138.0,4159.8,4125.0,46450.0
2022-08-08,4143.4,4142.0,4159.6,4130.2,47780.0
2022-08-05,4150.8,4108.0,4164.2,4090.0,67640.0
2022-08-04,4090.0,4088.0,4102.8,4062.4,62370.0
2022-08-03,4069.2,4128.0,4151.8,4048.8,73230.0
2022-08-02,4115.2,4120.4,4135.8,4063.2,81790.0
2022-08-01,4171.6,4147.0,4187.0,4116.2,66170.0
2022-07-29,4157.8,4221.0,4246.0,4144.8,82920.0
2022-07-28,4218.8,4235.0,4270.0,4209.6,72590.0
2022-07-27,4215.0,4228.2,4235.0,4205.2,57340.0
2022-07-26,4236.4,4223.6,4260.0,4210.2,64660.0
2022-07-25,4206.8,4222.2,4222.2,4187.6,58400.0
